1000, 500, 300, 200
1000, 500, 300, 200
1000, 500, 299, 201
1000, 500, 300, 202
1000, 500, 300, 202
1000, 500, 301, 201
1000, 500, 301, 201
1000, 500, 301, 201
1000, 500, 301, 200
1000, 500, 302, 200
1000, 500, 301, 200
1000, 500, 302, 200
1000, 500, 302, 200
1000, 500, 301, 199
1000, 500, 300, 199
1000, 500, 301, 199
1000, 500, 301, 198
1000, 500, 302, 198
1000, 500, 301, 199
1000, 500, 302, 198
1000, 500, 303, 199
1000, 500, 302, 199
1000, 500, 301, 199
1000, 500, 302, 199
1000, 500, 302, 199
1000, 500, 303, 198
1000, 500, 302, 198
1000, 500, 303, 198
1000, 500, 302, 198
1000, 500, 303, 197
1000, 500, 304, 197
1000, 500, 304, 198
1000, 500, 305, 198
1000, 500, 304, 197
1000, 500, 303, 197
1000, 500, 302, 197
1000, 500, 302, 197
1000, 500, 301, 196
1000, 500, 302, 197
1000, 500, 302, 196
1000, 500, 303, 196
1000, 500, 302, 197
1000, 500, 303, 197
1000, 500, 304, 198
1000, 500, 304, 198
1000, 500, 305, 197
1000, 500, 305, 197
1000, 500, 306, 197
1000, 500, 307, 198
1000, 500, 306, 198
1000, 500, 307, 199
1000, 500, 308, 199
1000, 500, 308, 199
1000, 500, 308, 199
1000, 500, 307, 198
1000, 500, 306, 199
1000, 500, 305, 199
1000, 500, 304, 199
1000, 500, 304, 199
1000, 500, 304, 199
1000, 500, 304, 200
1000, 500, 305, 200
1000, 500, 305, 200
1000, 500, 306, 200
1000, 500, 307, 199
1000, 500, 307, 200
1000, 500, 307, 199
1000, 500, 308, 199
1000, 500, 309, 200
1000, 500, 308, 199
1000, 500, 309, 199
1000, 500, 309, 199
1000, 500, 309, 199
1000, 500, 309, 198
1000, 500, 310, 199
1000, 500, 309, 199
1000, 500, 310, 198
1000, 500, 309, 198
1000, 500, 309, 197
1000, 500, 308, 196
1000, 500, 308, 196
1000, 500, 308, 197
1000, 500, 307, 198
1000, 500, 306, 199
1000, 500, 306, 199
1000, 500, 306, 199
1000, 500, 306, 200
1000, 500, 305, 199
1000, 500, 304, 198
1000, 500, 304, 198
1000, 500, 305, 197
1000, 500, 304, 197
1000, 500, 303, 198
1000, 500, 302, 198
1000, 500, 303, 197
1000, 500, 304, 198
1000, 500, 305, 198
1000, 500, 305, 198
1000, 500, 305, 198
1000, 500, 306, 197
1000, 500, 306, 197
1000, 500, 305, 197
1000, 500, 306, 196
1000, 500, 305, 197
1000, 500, 304, 197
1000, 500, 304, 198
1000, 500, 304, 198
1000, 500, 304, 199
1000, 500, 305, 200
1000, 500, 305, 200
1000, 500, 304, 199
1000, 500, 303, 198
1000, 500, 303, 199
1000, 500, 303, 199
1000, 500, 303, 199
1000, 500, 303, 198
1000, 500, 302, 198
1000, 500, 302, 198
1000, 500, 302, 197
1000, 500, 303, 198
1000, 500, 303, 197
1000, 500, 304, 197
1000, 500, 305, 196
1000, 500, 306, 197
1000, 500, 306, 197
1000, 500, 305, 198
1000, 500, 305, 198
1000, 500, 304, 199
1000, 500, 304, 200
1000, 500, 305, 200
1000, 500, 304, 200
1000, 500, 303, 199
1000, 500, 303, 199
1000, 500, 302, 198
1000, 500, 302, 198
1000, 500, 301, 198
1000, 500, 301, 199
1000, 500, 301, 199
1000, 500, 302, 200
1000, 500, 303, 200
1000, 500, 304, 200
1000, 500, 303, 201
1000, 500, 304, 200
1000, 500, 305, 200
1000, 500, 305, 201
1000, 500, 306, 202
1000, 500, 305, 202
1000, 500, 304, 202
1000, 500, 304, 203
1000, 500, 305, 204
1000, 500, 305, 203
1000, 500, 305, 202
1000, 500, 305, 202
1000, 500, 306, 202
1000, 500, 307, 203
1000, 500, 307, 202
1000, 500, 307, 201
1000, 500, 306, 200
1000, 500, 307, 200
1000, 500, 306, 199
1000, 500, 305, 200
1000, 500, 305, 200
1000, 500, 304, 200
1000, 500, 305, 200
1000, 500, 305, 199
1000, 500, 304, 198
1000, 500, 304, 198
1000, 500, 304, 199
1000, 500, 305, 198
1000, 500, 304, 198
1000, 500, 305, 198
1000, 500, 306, 199
1000, 500, 306, 199
1000, 500, 305, 198
1000, 500, 305, 197
1000, 500, 305, 197
1000, 500, 306, 197
1000, 500, 305, 197
1000, 500, 304, 196
1000, 500, 305, 195
1000, 500, 306, 194
1000, 500, 305, 193
1000, 500, 306, 192
1000, 500, 307, 192
1000, 500, 306, 193
1000, 500, 306, 194
1000, 500, 305, 195
1000, 500, 306, 195
1000, 500, 305, 194
1000, 500, 305, 194
1000, 500, 306, 194
1000, 500, 307, 193
1000, 500, 308, 192
1000, 500, 308, 192
1000, 500, 309, 193
1000, 500, 310, 193
1000, 500, 310, 192
1000, 500, 311, 193
1000, 500, 312, 193
1000, 500, 313, 193
