1000,100,500,50
1001,101,500,51
1001,101,501,50
1002,102,501,51
1002,102,500,51
1003,103,499,51
1003,103,500,50
1004,104,500,50
1004,104,501,49
1005,105,500,49
1005,105,501,49
1006,106,500,49
1006,106,501,48
1007,107,502,47
1007,107,502,48
1008,108,503,48
1008,108,502,47
1009,109,501,47
1009,109,500,47
1010,110,500,47
1010,110,499,46
1011,111,499,47
1011,111,500,46
1012,112,501,45
1012,112,500,46
1013,113,501,46
1013,113,502,46
1014,114,502,46
1014,114,503,45
1015,115,503,45
1015,115,504,45
1016,116,505,46
1016,116,504,46
1017,117,505,47
1017,117,506,47
1018,118,506,47
1018,118,506,47
1019,119,505,46
1019,119,504,47
1020,120,503,47
1020,120,502,47
1021,121,502,47
1021,121,502,47
1022,122,502,48
1022,122,503,48
1023,123,503,48
1023,123,504,48
1024,124,505,47
1024,124,505,48
1025,125,505,47
1025,125,506,46
1026,126,507,47
1026,126,506,46
1027,127,507,46
1027,127,507,46
1028,128,507,46
1028,128,507,45
1029,129,508,46
1029,129,507,46
1030,130,508,45
1030,130,507,45
1031,131,507,44
1031,131,506,43
1032,132,506,43
1032,132,506,44
1033,133,505,45
1033,133,504,46
1034,134,504,46
1034,134,504,46
1035,135,504,47
1035,135,503,46
1036,136,502,45
1036,136,502,45
1037,137,503,44
1037,137,502,44
1038,138,501,45
1038,138,500,45
1039,139,501,44
1039,139,501,45
1040,140,502,45
1040,140,502,45
1041,141,502,45
1041,141,503,44
1042,142,503,44
1042,142,502,44
1043,143,503,43
1043,143,502,44
1044,144,501,44
1044,144,501,45
1045,145,501,45
1045,145,501,46
1046,146,502,47
1046,146,502,47
1047,147,501,46
1047,147,500,45
1048,148,500,46
1048,148,500,46
1049,149,500,46
1049,149,501,45
1050,150,500,45
1050,150,500,45
