1000, 100, 500, 50
1001, 101, 500, 51
1001, 101, 501, 50
1002, 102, 502, 51
1002, 102, 501, 51
1003, 103, 500, 51
1003, 103, 501, 51
1004, 104, 501, 51
1004, 104, 502, 50
1005, 105, 501, 50
1005, 105, 502, 50
1006, 106, 501, 50
1006, 106, 502, 49
1007, 107, 503, 49
1007, 107, 503, 50
1008, 108, 504, 50
1008, 108, 503, 49
1009, 109, 502, 49
1009, 109, 501, 49
1010, 110, 501, 49
1010, 110, 500, 48
1011, 111, 501, 49
1011, 111, 501, 48
1012, 112, 502, 48
1012, 112, 501, 49
1013, 113, 502, 49
1013, 113, 503, 50
1014, 114, 503, 50
1014, 114, 504, 49
1015, 115, 504, 49
1015, 115, 505, 49
1016, 116, 506, 50
1016, 116, 505, 51
1017, 117, 506, 52
1017, 117, 507, 52
1018, 118, 507, 52
1018, 118, 507, 52
1019, 119, 506, 51
1019, 119, 505, 52
1020, 120, 504, 52
1020, 120, 503, 53
1021, 121, 503, 53
1021, 121, 503, 53
1022, 122, 503, 54
1022, 122, 504, 54
1023, 123, 504, 54
1023, 123, 505, 54
1024, 124, 506, 53
1024, 124, 506, 54
1025, 125, 506, 53
1025, 125, 507, 53
1026, 126, 508, 54
1026, 126, 507, 53
1027, 127, 508, 53
1027, 127, 508, 53
1028, 128, 508, 53
1028, 128, 508, 52
1029, 129, 509, 53
1029, 129, 508, 53
1030, 130, 509, 52
1030, 130, 508, 52
1031, 131, 508, 51
1031, 131, 507, 50
1032, 132, 507, 50
1032, 132, 507, 51
1033, 133, 506, 52
1033, 133, 505, 53
1034, 134, 505, 53
1034, 134, 505, 53
1035, 135, 505, 54
1035, 135, 504, 53
1036, 136, 503, 52
1036, 136, 503, 52
1037, 137, 504, 51
1037, 137, 503, 51
1038, 138, 502, 52
1038, 138, 501, 52
1039, 139, 502, 51
1039, 139, 503, 52
1040, 140, 504, 52
1040, 140, 504, 52
1041, 141, 504, 52
1041, 141, 505, 51
1042, 142, 505, 51
1042, 142, 504, 52
1043, 143, 505, 51
1043, 143, 504, 52
1044, 144, 503, 52
1044, 144, 503, 53
1045, 145, 503, 53
1045, 145, 503, 54
1046, 146, 504, 55
1046, 146, 504, 55
1047, 147, 503, 54
1047, 147, 502, 53
1048, 148, 502, 54
1048, 148, 502, 54
1049, 149, 502, 54
1049, 149, 502, 53
1050, 150, 501, 53
1050, 150, 501, 53
