1000, 100, 500, 50
1001, 101, 500, 51
1001, 101, 501, 50
1002, 102, 502, 51
1002, 102, 501, 51
1003, 103, 500, 51
1003, 103, 501, 51
1004, 104, 501, 51
1004, 104, 502, 50
1005, 105, 501, 50
1005, 105, 502, 50
1006, 106, 501, 50
1006, 106, 502, 49
1007, 107, 503, 49
1007, 107, 503, 50
1008, 108, 504, 50
1008, 108, 503, 49
1009, 109, 502, 49
1009, 109, 501, 49
1010, 110, 501, 49
1010, 110, 500, 48
1011, 111, 501, 49
1011, 111, 501, 48
1012, 112, 502, 48
1012, 112, 501, 49
1013, 113, 502, 49
1013, 113, 503, 50
1014, 114, 503, 50
1014, 114, 504, 49
1015, 115, 504, 49
1015, 115, 505, 49
1016, 116, 506, 50
1016, 116, 505, 50
1017, 117, 506, 51
1017, 117, 507, 51
1018, 118, 507, 51
1018, 118, 507, 51
1019, 119, 506, 50
1019, 119, 505, 51
1020, 120, 504, 51
1020, 120, 503, 51
1021, 121, 503, 51
1021, 121, 503, 51
1022, 122, 503, 52
1022, 122, 504, 52
1023, 123, 504, 52
1023, 123, 505, 52
1024, 124, 506, 51
1024, 124, 506, 52
1025, 125, 506, 51
1025, 125, 507, 51
1026, 126, 508, 52
1026, 126, 507, 51
1027, 127, 508, 51
1027, 127, 508, 51
1028, 128, 508, 51
1028, 128, 508, 50
1029, 129, 509, 51
1029, 129, 508, 51
1030, 130, 509, 50
1030, 130, 508, 50
1031, 131, 508, 49
1031, 131, 507, 48
1032, 132, 507, 48
1032, 132, 507, 49
1033, 133, 506, 50
1033, 133, 505, 51
1034, 134, 505, 51
1034, 134, 505, 51
1035, 135, 505, 52
1035, 135, 504, 51
1036, 136, 503, 50
1036, 136, 503, 50
1037, 137, 504, 49
1037, 137, 503, 49
1038, 138, 502, 50
1038, 138, 501, 50
1039, 139, 502, 49
1039, 139, 503, 50
1040, 140, 504, 50
1040, 140, 504, 50
1041, 141, 504, 50
1041, 141, 505, 49
1042, 142, 505, 49
1042, 142, 504, 49
1043, 143, 505, 48
1043, 143, 504, 49
1044, 144, 503, 49
1044, 144, 503, 50
1045, 145, 503, 50
1045, 145, 503, 51
1046, 146, 504, 52
1046, 146, 504, 52
1047, 147, 503, 51
1047, 147, 502, 50
1048, 148, 502, 51
1048, 148, 502, 51
1049, 149, 502, 51
1049, 149, 502, 50
1050, 150, 501, 50
1050, 150, 501, 50
