1000, 100, 500, 50
1001, 101, 500, 51
1001, 101, 501, 50
1002, 102, 501, 51
1002, 102, 500, 51
1003, 103, 499, 51
1003, 103, 500, 50
1004, 104, 500, 50
1004, 104, 501, 49
1005, 105, 500, 49
1005, 105, 501, 49
1006, 106, 500, 49
1006, 106, 501, 48
1007, 107, 502, 47
1007, 107, 502, 48
1008, 108, 503, 48
1008, 108, 502, 48
1009, 109, 501, 48
1009, 109, 500, 48
1010, 110, 500, 48
1010, 110, 499, 47
1011, 111, 499, 48
1011, 111, 500, 47
1012, 112, 501, 46
1012, 112, 500, 46
1013, 113, 501, 46
1013, 113, 502, 46
1014, 114, 502, 46
1014, 114, 503, 45
1015, 115, 503, 45
1015, 115, 504, 45
1016, 116, 505, 46
1016, 116, 504, 46
1017, 117, 504, 47
1017, 117, 505, 46
1018, 118, 505, 46
1018, 118, 505, 46
1019, 119, 504, 45
1019, 119, 503, 45
1020, 120, 502, 45
1020, 120, 501, 45
1021, 121, 501, 45
1021, 121, 501, 45
1022, 122, 501, 46
1022, 122, 502, 46
1023, 123, 502, 46
1023, 123, 503, 45
1024, 124, 504, 44
1024, 124, 504, 45
1025, 125, 504, 44
1025, 125, 505, 43
1026, 126, 505, 44
1026, 126, 504, 44
1027, 127, 505, 44
1027, 127, 505, 44
1028, 128, 505, 44
1028, 128, 505, 43
1029, 129, 505, 44
1029, 129, 504, 44
1030, 130, 505, 43
1030, 130, 504, 43
1031, 131, 505, 42
1031, 131, 504, 41
1032, 132, 504, 41
1032, 132, 504, 42
1033, 133, 503, 43
1033, 133, 503, 43
1034, 134, 503, 43
1034, 134, 503, 43
1035, 135, 503, 44
1035, 135, 502, 43
1036, 136, 501, 42
1036, 136, 501, 42
1037, 137, 502, 41
1037, 137, 501, 41
1038, 138, 500, 42
1038, 138, 499, 42
1039, 139, 500, 41
1039, 139, 500, 42
1040, 140, 501, 41
1040, 140, 501, 41
1041, 141, 501, 41
1041, 141, 502, 40
1042, 142, 502, 40
1042, 142, 501, 40
1043, 143, 502, 39
1043, 143, 502, 39
1044, 144, 501, 39
1044, 144, 501, 40
1045, 145, 501, 40
1045, 145, 501, 41
1046, 146, 502, 41
1046, 146, 502, 41
1047, 147, 501, 40
1047, 147, 500, 39
1048, 148, 500, 40
1048, 148, 500, 40
1049, 149, 500, 40
1049, 149, 501, 39
1050, 150, 500, 39
1050, 150, 500, 39
